TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Balance_Binned,Age_Binned,Target
178.87,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,30.0-39.0,1,1,2
1176.28,Credit,Kansas City,ATM,54.0,Engineer,174.0,5.0,323.69,50.0-59.0,0,0,0
386.68,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,40.0-49.0,1,0,0
167.14,Debit,Denver,Online,76.0,Retired,20.0,1.0,3877.7299999999996,70.0-79.0,0,2,2
345.22,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.5800000000004,60.0-69.0,0,2,0
74.85,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,70.0-79.0,0,2,1
671.73,Debit,Washington,Branch,58.0,Engineer,53.99999999999999,1.0,5211.88,50.0-59.0,1,0,1
255.03999999999996,Debit,Seattle,ATM,45.0,Engineer,151.99999999999997,1.0,6217.86,40.0-49.0,1,0,1
45.77,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,20.0-29.0,1,1,1
329.69,Credit,San Antonio,Online,26.0,Student,66.0,1.0,1671.66,20.0-29.0,0,1,1
362.04,Credit,Philadelphia,Branch,58.0,Doctor,198.0,2.0,8421.88,50.0-59.0,1,0,1
11.92,Debit,San Diego,nan,53.0,Doctor,52.00000000000001,1.0,14611.9,50.0-59.0,2,0,1
47.42,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,60.0-69.0,1,2,1
35.99,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,60.0-69.0,0,2,0
151.19,Credit,New York,Branch,37.0,Doctor,96.0,1.0,11903.82,30.0-39.0,2,0,0
242.62,Credit,San Francisco,Online,22.0,Student,234.0,1.0,483.02000000000004,20.0-29.0,0,1,1
48.72,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.0799999999999,20.0-29.0,0,1,1
43.46,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.06,20.0-29.0,0,1,2
1036.21,Debit,Omaha,Online,25.0,Student,126.0,1.0,477.3,20.0-29.0,0,1,1
443.79,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.85,50.0-59.0,0,0,0
365.14,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,60.0-69.0,1,2,2
757.41,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,20.0-29.0,1,1,0
20.54,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,50.0-59.0,1,0,2
475.36,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,30.0-39.0,0,1,1
34.74,Debit,San Francisco,ATM,56.0,Retired,24.0,1.0,6827.57,50.0-59.0,1,0,1
689.54,Debit,Oklahoma City,Branch,27.0,Student,93.0,1.0,1633.76,20.0-29.0,0,1,0
211.18,Debit,Washington,ATM,73.0,Retired,90.0,1.0,4069.1699999999996,70.0-79.0,0,2,1
211.36,Credit,Fort Worth,Branch,51.0,Engineer,286.0,1.0,7943.469999999999,50.0-59.0,1,0,2
744.41,Credit,Houston,Online,39.0,Engineer,107.0,1.0,8842.47,30.0-39.0,1,0,0
61.43,Debit,Phoenix,Online,24.0,Student,170.0,1.0,1882.77,20.0-29.0,0,1,1
167.44,Debit,Mesa,Branch,37.0,Doctor,82.0,1.0,12526.71,30.0-39.0,2,0,0
361.46,Debit,Nashville,Online,21.0,Student,83.0,1.0,4737.84,20.0-29.0,0,1,0
378.85,Debit,Virginia Beach,Branch,78.0,Retired,126.0,1.0,2300.53,70.0-79.0,0,2,1
241.10999999999999,Debit,Columbus,Branch,30.0,Doctor,55.0,1.0,12385.05,30.0-39.0,2,1,2
131.93,Credit,Fort Worth,Branch,31.0,Engineer,13.0,1.0,4547.06,30.0-39.0,0,1,2
20.28,Debit,Oklahoma City,Online,36.0,Engineer,213.0,1.0,2047.83,30.0-39.0,0,1,0
415.88,Debit,San Diego,Branch,70.0,Doctor,170.0,1.0,10008.33,70.0-79.0,2,2,1
1221.65,Debit,Denver,Online,27.0,Student,153.0,1.0,243.92,20.0-29.0,0,1,2
100.66,Debit,Dallas,Branch,50.0,Doctor,144.0,1.0,14473.33,50.0-59.0,2,0,2
485.54,Debit,Louisville,Online,19.0,Student,148.0,1.0,1533.32,10.0-19.0,0,1,0
321.15,Debit,Los Angeles,Branch,46.0,Doctor,179.0,1.0,7005.05,40.0-49.0,1,0,0
711.3,Debit,San Jose,Branch,21.0,Student,51.00000000000001,1.0,955.4,20.0-29.0,0,1,1
12.23,Debit,Houston,ATM,42.0,Engineer,139.0,1.0,7844.880000000001,40.0-49.0,1,0,0
350.94,Debit,Colorado Springs,ATM,20.0,Student,64.0,1.0,221.56,20.0-29.0,0,1,2
301.85,Debit,Columbus,Online,54.0,Engineer,25.000000000000004,1.0,6586.19,50.0-59.0,1,0,2
29.34,Debit,Louisville,Online,65.0,Retired,30.0,1.0,3944.82,60.0-69.0,0,2,0
231.71,Debit,Raleigh,Branch,27.0,Student,148.0,1.0,1127.98,20.0-29.0,0,1,1
179.43,Debit,Oklahoma City,ATM,58.0,Retired,244.0,1.0,2626.63,50.0-59.0,0,0,0
36.71,Debit,Jacksonville,Branch,48.0,Doctor,55.0,1.0,6459.38,40.0-49.0,1,0,0
138.12,Credit,Los Angeles,Branch,53.0,Doctor,281.0,1.0,1649.69,50.0-59.0,0,0,0
233.24,Debit,Louisville,ATM,33.0,Engineer,72.0,1.0,6939.23,30.0-39.0,1,1,0
609.14,Debit,Tucson,ATM,39.0,Engineer,177.0,1.0,9033.87,30.0-39.0,1,0,1
436.64,Debit,Los Angeles,Branch,31.0,Doctor,111.0,1.0,14365.18,30.0-39.0,2,1,0
870.43,Debit,Los Angeles,Branch,29.0,Doctor,55.0,1.0,10115.18,20.0-29.0,2,1,0
354.4,Debit,Chicago,ATM,74.0,Retired,128.0,1.0,7358.65,70.0-79.0,1,2,2
22.63,Debit,Kansas City,Online,53.0,Engineer,112.0,1.0,4438.03,50.0-59.0,0,0,0
182.19,Debit,Mesa,Branch,26.0,Student,53.00000000000001,1.0,1176.1,20.0-29.0,0,1,0
126.81,Debit,Philadelphia,Branch,26.0,Engineer,290.0,1.0,5427.98,20.0-29.0,1,1,1
288.17,Debit,Virginia Beach,Online,37.0,Engineer,50.00000000000001,1.0,3653.11,30.0-39.0,0,0,1
118.77,Debit,Atlanta,Branch,55.0,Engineer,123.0,1.0,2104.82,50.0-59.0,0,0,2
651.82,Debit,Indianapolis,ATM,21.0,Student,166.0,1.0,1802.77,20.0-29.0,0,1,0
66.65,Debit,Detroit,ATM,37.0,Engineer,33.0,1.0,3559.96,30.0-39.0,0,0,2
98.53,Debit,Denver,Branch,69.0,Retired,166.0,1.0,3564.8,60.0-69.0,0,2,2
138.95,Debit,Washington,Online,71.0,Retired,30.0,1.0,6752.92,70.0-79.0,1,2,1
33.89,Debit,Nashville,Branch,26.0,Student,177.0,1.0,1444.75,20.0-29.0,0,1,0
23.71,Debit,Atlanta,Branch,58.0,Doctor,164.0,1.0,10788.89,50.0-59.0,2,0,2
1830.0,Debit,San Antonio,Online,55.0,Engineer,238.0,1.0,2235.7,50.0-59.0,0,0,1
26.06,Debit,San Diego,ATM,65.0,Doctor,283.0,1.0,12893.63,60.0-69.0,2,2,1
17.07,Debit,Los Angeles,Branch,27.0,Engineer,44.0,1.0,2798.15,20.0-29.0,0,1,0
703.89,Debit,San Antonio,Online,46.0,Engineer,61.99999999999999,1.0,3583.67,40.0-49.0,0,0,1
1271.9,Debit,Houston,ATM,47.0,Engineer,155.0,1.0,2120.8,40.0-49.0,0,0,0
26.55,Debit,Houston,ATM,77.0,Retired,228.0,1.0,3085.38,70.0-79.0,0,2,0
147.4,Debit,San Jose,Branch,42.0,Engineer,259.0,1.0,6797.71,40.0-49.0,1,0,1
202.11,Debit,Memphis,ATM,27.0,Student,18.0,1.0,746.47,20.0-29.0,0,1,0
308.42,Debit,Nashville,Branch,75.0,Retired,39.0,1.0,5427.81,70.0-79.0,1,2,0
11.18,Debit,Miami,ATM,53.0,Engineer,144.0,1.0,7467.300000000001,50.0-59.0,1,0,0
294.15,Debit,Fresno,Online,38.0,Engineer,136.0,1.0,6362.16,30.0-39.0,1,0,0
139.45,Debit,Boston,Online,27.0,Student,30.999999999999996,1.0,1305.76,20.0-29.0,0,1,2
432.63,Debit,Colorado Springs,ATM,29.0,Doctor,137.0,1.0,13648.36,20.0-29.0,2,1,2
131.43,Debit,Charlotte,Online,43.0,Doctor,65.0,1.0,1337.5,40.0-49.0,0,0,2
516.72,Debit,Mesa,ATM,42.0,Engineer,128.0,1.0,2015.6900000000003,40.0-49.0,0,0,0
121.82000000000001,Debit,Colorado Springs,Online,69.0,Doctor,123.0,3.0,8354.54,60.0-69.0,1,2,2
374.5,Credit,San Francisco,Branch,26.0,Student,178.0,1.0,1671.51,20.0-29.0,0,1,1
166.13,Debit,Omaha,ATM,68.0,Doctor,227.0,1.0,11822.53,60.0-69.0,2,2,1
626.9,Debit,Chicago,ATM,23.0,Student,146.0,1.0,587.1099999999999,20.0-29.0,0,1,2
466.85,Debit,Austin,Branch,56.0,Retired,165.0,1.0,5422.53,50.0-59.0,1,0,2
788.84,Debit,Phoenix,Online,58.0,Retired,231.0,1.0,1913.73,50.0-59.0,0,0,1
525.28,Debit,Colorado Springs,ATM,69.0,Retired,134.0,1.0,4693.6,60.0-69.0,0,2,2
110.17,nan,Raleigh,ATM,30.0,Engineer,137.0,1.0,464.2,30.0-39.0,0,1,1
124.35,Debit,Oklahoma City,ATM,72.0,Retired,90.0,1.0,3319.76,70.0-79.0,0,2,0
43.85,Debit,Fresno,ATM,62.0,Retired,122.0,1.0,4356.98,60.0-69.0,0,2,0
283.81,Debit,San Diego,Branch,28.0,Student,29.000000000000004,1.0,1519.35,20.0-29.0,0,1,1
168.53,Debit,San Francisco,ATM,71.0,Retired,112.0,1.0,5962.58,70.0-79.0,1,2,1
218.59,Credit,Denver,Branch,40.0,Engineer,123.0,1.0,6699.23,40.0-49.0,1,0,2
132.84,Debit,Oklahoma City,ATM,21.0,Student,143.0,1.0,822.73,20.0-29.0,0,1,0
157.37,Credit,Dallas,Branch,42.0,Doctor,289.0,1.0,13964.31,40.0-49.0,2,0,2
144.77,Debit,Albuquerque,Online,20.0,Student,159.0,1.0,867.3199999999999,20.0-29.0,0,1,2
643.22,Debit,Atlanta,ATM,64.0,Doctor,93.0,1.0,1035.86,60.0-69.0,0,2,2
1392.54,Debit,El Paso,Branch,41.0,Doctor,297.0,1.0,13347.69,40.0-49.0,2,0,2
208.07,Debit,Oklahoma City,Online,32.0,Doctor,36.0,1.0,8478.9,30.0-39.0,1,1,0
295.5,Debit,Mesa,ATM,59.0,Retired,36.0,1.0,6280.66,50.0-59.0,1,2,0
30.229999999999997,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.13,40.0-49.0,0,0,2
112.05,Credit,Phoenix,ATM,26.0,Student,159.0,1.0,1122.88,20.0-29.0,0,1,1
180.24,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,50.0-59.0,1,0,1
13.71,Credit,Denver,Online,38.0,Engineer,148.0,1.0,8342.79,30.0-39.0,1,0,2
96.54,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,50.0-59.0,1,0,0
79.35,Debit,Los Angeles,Online,67.0,Retired,70.0,1.0,1692.15,60.0-69.0,0,2,0
101.04,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.57,20.0-29.0,0,1,1
74.42,Debit,El Paso,Online,49.0,Engineer,68.00000000000001,1.0,6264.21,40.0-49.0,1,0,2
39.66,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,1.0,8497.34,50.0-59.0,1,0,1
99.36,Debit,Seattle,ATM,40.0,Doctor,45.99999999999999,1.0,1272.12,40.0-49.0,0,0,1
123.85,Debit,Las Vegas,Online,56.0,Engineer,244.0,1.0,3959.62,50.0-59.0,0,0,0
426.93,Debit,Omaha,ATM,19.0,Student,247.99999999999997,1.0,476.18999999999994,10.0-19.0,0,1,1
133.73,Credit,San Jose,Online,25.0,Student,123.0,1.0,1872.2200000000003,20.0-29.0,0,1,1
222.39,Debit,Virginia Beach,Online,49.0,Engineer,73.0,1.0,3117.39,40.0-49.0,0,0,1
215.94,Credit,Virginia Beach,Online,22.0,Student,140.0,1.0,1841.69,20.0-29.0,0,1,1
826.23,Debit,Colorado Springs,ATM,29.0,Doctor,209.0,1.0,7580.590000000001,20.0-29.0,1,1,2
131.46,Debit,Charlotte,Branch,67.0,Retired,258.0,1.0,6642.33,60.0-69.0,1,2,2
202.86,Credit,Memphis,Branch,61.0,Doctor,149.0,1.0,7642.250000000001,60.0-69.0,1,2,0
268.39,Debit,Miami,ATM,26.0,Student,171.0,1.0,136.74,20.0-29.0,0,1,0
194.85,Debit,Jacksonville,Online,23.0,Student,130.0,4.0,319.84,20.0-29.0,0,1,0
137.35,Credit,Sacramento,nan,40.0,Doctor,220.0,1.0,12662.66,40.0-49.0,2,0,1
712.75,Debit,Philadelphia,Branch,44.0,Doctor,25.000000000000004,1.0,8126.0599999999995,40.0-49.0,1,0,1
353.82,Debit,Milwaukee,ATM,42.0,Doctor,143.0,1.0,705.7499999999999,40.0-49.0,0,0,0
212.74,Debit,Seattle,Branch,27.0,Engineer,128.0,1.0,7645.469999999999,20.0-29.0,1,1,1
364.42,Debit,Colorado Springs,ATM,51.0,Engineer,146.0,1.0,8119.73,50.0-59.0,1,0,2
195.12,Debit,Louisville,ATM,46.0,Doctor,144.0,1.0,6101.15,40.0-49.0,1,0,0
739.28,Credit,Tucson,Branch,58.0,Doctor,47.0,1.0,11905.64,50.0-59.0,2,0,1
390.35,Credit,Omaha,ATM,64.0,Doctor,61.00000000000001,1.0,7095.88,60.0-69.0,1,2,1
242.03000000000003,Debit,Dallas,Online,58.0,Engineer,123.99999999999999,1.0,4382.73,50.0-59.0,0,0,2
242.39000000000001,Credit,San Antonio,ATM,18.0,Student,271.0,1.0,1328.73,10.0-19.0,0,1,1
135.03,Debit,San Francisco,ATM,23.0,Student,180.0,1.0,1278.0,20.0-29.0,0,1,1
83.5,Debit,Dallas,Branch,61.0,nan,91.0,5.0,1749.79,60.0-69.0,0,2,2
617.36,Debit,Kansas City,nan,29.0,Engineer,61.00000000000001,1.0,8926.38,20.0-29.0,1,1,0
775.23,Credit,Albuquerque,Online,59.0,Doctor,37.99999999999999,1.0,5977.59,50.0-59.0,1,2,2
266.57,Debit,El Paso,ATM,72.0,Retired,100.00000000000001,1.0,7676.92,70.0-79.0,1,2,2
153.4,Debit,Mesa,ATM,45.0,Engineer,144.0,1.0,4657.7,40.0-49.0,0,0,0
946.94,Debit,Charlotte,Branch,53.0,Retired,251.0,1.0,5579.11,50.0-59.0,1,0,2
5.12,Debit,New York,Branch,34.0,Engineer,90.0,1.0,3293.01,30.0-39.0,0,1,0
119.11,Debit,Detroit,ATM,57.0,Engineer,131.0,1.0,7998.25,50.0-59.0,1,0,2
1096.7,Debit,Colorado Springs,Online,24.0,Student,147.0,1.0,1093.89,20.0-29.0,0,1,2
119.72,Debit,Tucson,Branch,30.0,Engineer,123.0,1.0,3435.34,30.0-39.0,0,1,1
107.4,Debit,Virginia Beach,Online,58.0,Doctor,32.0,1.0,344.07,50.0-59.0,0,0,1
115.92,Debit,Raleigh,ATM,53.0,Retired,57.0,1.0,3897.17,50.0-59.0,0,0,1
438.04,Debit,Philadelphia,ATM,67.0,Retired,247.0,1.0,5358.95,60.0-69.0,1,2,1
677.29,Debit,Houston,Online,27.0,Engineer,287.0,1.0,627.79,20.0-29.0,0,1,0
296.0,Debit,Las Vegas,Branch,35.0,Doctor,247.99999999999997,1.0,7418.82,30.0-39.0,1,1,0
299.09,Credit,Boston,Branch,36.0,Engineer,84.00000000000001,1.0,5615.26,30.0-39.0,1,1,2
461.52,Credit,Denver,Branch,24.0,Student,44.0,1.0,1995.1799999999998,20.0-29.0,0,1,2
100.52,Debit,Las Vegas,ATM,50.0,Engineer,110.0,1.0,453.39,50.0-59.0,0,0,0
85.35,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,60.0-69.0,0,2,1
79.76,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,30.0-39.0,1,0,1
778.49,Credit,Omaha,Online,75.0,Retired,107.0,1.0,7713.67,70.0-79.0,1,2,1
386.38,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,40.0-49.0,1,0,1
165.25,Debit,Sacramento,Online,35.0,Doctor,106.0,1.0,9939.94,30.0-39.0,2,1,1
14.29,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,30.0-39.0,1,1,0
232.79,Credit,Indianapolis,Branch,55.0,Retired,145.0,1.0,2661.3,50.0-59.0,0,0,0
1237.56,Credit,Austin,Branch,60.0,Engineer,159.0,1.0,9410.17,60.0-69.0,1,2,2
293.97,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,60.0-69.0,1,2,1
136.32,Debit,Miami,Online,19.0,Student,113.0,1.0,264.83,10.0-19.0,0,1,0
251.06,Debit,Colorado Springs,Online,36.0,Doctor,34.0,1.0,10001.66,30.0-39.0,2,1,2
50.17,Credit,Sacramento,ATM,77.0,Retired,35.0,1.0,7752.140000000001,70.0-79.0,1,2,1
21.4,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,30.0-39.0,1,1,0
73.28,Debit,Boston,Branch,21.0,Student,21.000000000000004,1.0,1329.41,20.0-29.0,0,1,2
70.23,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,30.0-39.0,2,0,0
689.29,Debit,El Paso,ATM,22.0,Student,100.00000000000001,1.0,168.84,20.0-29.0,0,1,2
745.03,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.57,20.0-29.0,0,1,2
54.61,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,50.0-59.0,1,0,0
54.05,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.13999999999993,20.0-29.0,0,1,0
107.47,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.499999999999,60.0-69.0,1,2,2
611.11,Debit,Detroit,ATM,20.0,Student,282.0,4.0,919.84,20.0-29.0,0,1,2
219.63,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,40.0-49.0,1,0,2
93.52,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,50.0-59.0,0,0,1
275.92,Credit,Nashville,Branch,62.0,Retired,107.0,1.0,1777.38,60.0-69.0,0,2,0
376.79,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,60.0-69.0,1,2,0
8.98,Debit,Detroit,Online,66.0,nan,56.0,1.0,4516.76,60.0-69.0,0,2,2
697.32,Debit,Atlanta,Online,68.0,Retired,91.0,1.0,2016.0200000000002,60.0-69.0,0,2,2
17.45,nan,Omaha,ATM,18.0,Student,88.0,1.0,1959.52,10.0-19.0,0,1,1
442.74,Debit,San Diego,Branch,23.0,Student,136.0,1.0,1790.27,20.0-29.0,0,1,1
623.9,Debit,San Jose,ATM,27.0,Student,249.0,1.0,711.4699999999999,20.0-29.0,0,1,1
445.41,Debit,Fresno,ATM,35.0,Doctor,235.0,3.0,12154.66,30.0-39.0,2,1,0
63.41,Debit,Fort Worth,ATM,26.0,Student,36.0,1.0,1546.22,20.0-29.0,0,1,2
346.85,Debit,Kansas City,ATM,44.0,Doctor,88.0,1.0,7208.15,40.0-49.0,1,0,0
71.95,Credit,nan,Online,59.0,Engineer,53.00000000000001,1.0,9267.32,50.0-59.0,1,2,1
7.5,Debit,Dallas,Online,63.0,Retired,36.0,1.0,6485.78,60.0-69.0,1,2,2
206.46,Debit,Virginia Beach,ATM,65.0,Retired,279.0,1.0,3984.38,60.0-69.0,0,2,1
423.11,Debit,Columbus,ATM,60.0,Engineer,47.0,1.0,412.78,60.0-69.0,0,2,2
35.84,Credit,Colorado Springs,Online,54.0,Retired,172.0,1.0,4795.65,50.0-59.0,0,0,2
88.6,Credit,Raleigh,Branch,28.0,Student,105.0,1.0,246.57,20.0-29.0,0,1,1
1431.3,Debit,Oklahoma City,ATM,18.0,Student,168.00000000000003,1.0,1058.13,10.0-19.0,0,1,0
22.46,Debit,New York,Online,54.0,Retired,78.0,1.0,6631.5,50.0-59.0,1,0,0
334.89,Debit,Fort Worth,Online,21.0,Student,260.0,1.0,1661.68,20.0-29.0,0,1,2
319.27,Credit,Omaha,Online,54.0,Retired,59.00000000000001,1.0,5504.01,50.0-59.0,1,0,1
144.3,Debit,Oklahoma City,ATM,18.0,Student,88.0,1.0,312.19,10.0-19.0,0,1,0
348.7,Credit,Fresno,Branch,69.0,Retired,149.0,1.0,2445.58,60.0-69.0,0,2,0
366.21,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,1.0,10862.99,60.0-69.0,2,2,0
99.11,Debit,Philadelphia,Online,55.0,Retired,12.0,1.0,5414.87,50.0-59.0,1,0,1
539.35,Debit,Milwaukee,ATM,55.0,Retired,127.0,1.0,3919.4399999999996,50.0-59.0,0,0,0
188.99,Debit,Oklahoma City,Branch,58.0,Engineer,91.99999999999999,1.0,7315.34,50.0-59.0,1,0,0
1416.69,Debit,Nashville,ATM,46.0,Engineer,58.00000000000001,1.0,3740.7300000000005,40.0-49.0,0,0,0
710.14,Debit,El Paso,ATM,26.0,Student,227.0,1.0,465.62999999999994,20.0-29.0,0,1,2
308.68,Debit,Milwaukee,Online,53.0,Doctor,170.0,1.0,9992.36,50.0-59.0,2,0,0
166.68,Debit,Mesa,ATM,57.0,Retired,139.0,1.0,5141.19,50.0-59.0,1,0,0
505.18999999999994,Debit,Kansas City,ATM,30.0,Doctor,128.0,5.0,5326.68,30.0-39.0,1,1,0
66.58,Debit,Raleigh,Branch,23.0,Student,79.0,1.0,1636.32,20.0-29.0,0,1,1
223.43,Debit,Dallas,Branch,77.0,Retired,178.0,1.0,7932.410000000001,70.0-79.0,1,2,2
659.95,Debit,Detroit,Online,60.0,Engineer,114.0,1.0,3927.6900000000005,60.0-69.0,0,2,2
634.86,Debit,Chicago,ATM,27.0,Student,45.0,1.0,588.4999999999999,20.0-29.0,0,1,2
286.5,Credit,Boston,Branch,30.0,Engineer,60.00000000000001,1.0,8517.95,30.0-39.0,1,1,2
322.96,Credit,Philadelphia,Branch,76.0,Retired,168.00000000000003,1.0,2401.59,70.0-79.0,0,2,1
654.48,Debit,Columbus,Branch,19.0,Student,114.0,1.0,6776.41,10.0-19.0,1,1,2
157.97,Debit,Philadelphia,Branch,48.0,Doctor,140.0,1.0,5529.92,40.0-49.0,1,0,1
120.90000000000002,nan,Tucson,Branch,40.0,Doctor,52.00000000000001,1.0,9009.42,40.0-49.0,1,0,1
254.77,Debit,Denver,Branch,57.0,Engineer,57.0,1.0,5994.87,50.0-59.0,1,0,2
795.96,Debit,Raleigh,Online,65.0,Retired,119.0,1.0,5468.58,60.0-69.0,1,2,1
149.25,Debit,Omaha,ATM,39.0,Engineer,142.0,1.0,5677.52,30.0-39.0,1,0,1
3.42,Credit,San Antonio,nan,43.0,Doctor,158.0,1.0,14180.21,40.0-49.0,2,0,1
68.19,Credit,Fresno,Online,40.0,Doctor,189.0,1.0,9895.1,40.0-49.0,1,0,0
493.4200000000001,nan,Baltimore,Branch,39.0,Engineer,111.0,1.0,2232.84,30.0-39.0,0,0,2
37.57,Debit,El Paso,ATM,57.0,Retired,42.00000000000001,1.0,7739.54,50.0-59.0,1,0,2
127.00000000000001,Credit,Nashville,Branch,19.0,Student,68.00000000000001,5.0,431.16,10.0-19.0,0,1,0
96.89,Debit,nan,ATM,59.0,nan,53.00000000000001,1.0,6044.93,50.0-59.0,1,2,1
448.33,Debit,Atlanta,ATM,25.0,Student,161.0,1.0,922.19,20.0-29.0,0,1,2
1116.48,Debit,San Diego,ATM,51.0,Engineer,55.0,1.0,447.53,50.0-59.0,0,0,1
8.65,Debit,Las Vegas,Online,48.0,Doctor,273.0,1.0,10778.35,40.0-49.0,2,0,0
539.81,Debit,San Francisco,Online,46.0,Engineer,177.0,1.0,2051.25,40.0-49.0,0,0,1
363.53,Debit,Kansas City,ATM,63.0,Retired,142.0,1.0,1038.91,60.0-69.0,0,2,0
64.9,Credit,Detroit,Branch,51.0,Retired,72.0,1.0,6854.61,50.0-59.0,1,0,2
358.18,Debit,Boston,ATM,18.0,Student,157.0,1.0,619.86,10.0-19.0,0,1,2
167.2,Debit,San Antonio,Branch,30.0,Doctor,84.00000000000001,1.0,11320.83,30.0-39.0,2,1,1
121.90999999999998,Debit,Chicago,Branch,60.0,Doctor,133.0,1.0,14510.8,60.0-69.0,2,2,2
137.57,Debit,Louisville,Online,54.0,Engineer,70.0,1.0,5103.67,50.0-59.0,1,0,0
534.62,Debit,Oklahoma City,Online,55.0,Doctor,45.0,1.0,13793.53,50.0-59.0,2,0,0
463.92,Debit,Mesa,Online,50.0,Engineer,199.0,1.0,2403.39,50.0-59.0,0,0,0
320.14,Debit,Milwaukee,Online,60.0,Retired,96.0,1.0,3075.97,60.0-69.0,0,2,0
214.93,Debit,Albuquerque,Online,28.0,Student,52.00000000000001,1.0,7835.4,20.0-29.0,1,1,2
660.02,Debit,Nashville,Branch,20.0,Student,84.00000000000001,1.0,414.43,20.0-29.0,0,1,0
345.81,Debit,Raleigh,Branch,40.0,Engineer,135.0,1.0,6116.8,40.0-49.0,1,0,1
143.54,Debit,Philadelphia,ATM,71.0,Retired,80.0,1.0,6067.62,70.0-79.0,1,2,1
42.55,Debit,Seattle,Branch,53.0,Engineer,29.000000000000004,1.0,7341.43,50.0-59.0,1,0,1
1063.25,Credit,Omaha,Online,21.0,Student,128.0,1.0,1240.71,20.0-29.0,0,1,1
541.79,Debit,Mesa,ATM,22.0,Student,125.0,1.0,1454.08,20.0-29.0,0,1,0
40.57,Debit,Columbus,Branch,26.0,Student,63.0,1.0,1476.91,20.0-29.0,0,1,2
120.24000000000001,Debit,Milwaukee,Branch,18.0,Student,131.0,2.0,1943.1300000000003,10.0-19.0,0,1,0
498.66999999999996,Debit,Miami,Online,28.0,Student,244.0,1.0,1719.97,20.0-29.0,0,1,0
227.22,Debit,El Paso,ATM,53.0,Doctor,220.0,1.0,832.82,50.0-59.0,0,0,2
1182.86,Debit,Tucson,Online,30.0,Engineer,34.0,1.0,7696.16,30.0-39.0,1,1,1
56.94,Credit,Charlotte,Online,76.0,nan,74.0,1.0,7004.63,70.0-79.0,1,2,2
629.82,Debit,Colorado Springs,nan,68.0,Retired,159.0,1.0,6385.69,60.0-69.0,1,2,2
59.44,Debit,Chicago,Online,35.0,Engineer,176.0,1.0,5472.03,30.0-39.0,1,1,2
186.69,Debit,New York,Branch,30.0,Engineer,53.99999999999999,1.0,8602.22,30.0-39.0,1,1,0
230.46,Debit,Mesa,Online,19.0,Student,179.0,1.0,162.53,10.0-19.0,0,1,0
65.09,Credit,Seattle,Online,44.0,Engineer,159.0,1.0,9370.9,40.0-49.0,1,0,1
457.09,Credit,Nashville,Online,55.0,Engineer,63.0,1.0,8570.82,50.0-59.0,1,0,0
552.02,Credit,Chicago,ATM,44.0,Engineer,100.00000000000001,1.0,522.08,40.0-49.0,0,0,2
377.12,Debit,Houston,ATM,34.0,Engineer,61.00000000000001,1.0,836.6699999999998,30.0-39.0,0,1,0
204.56,Credit,San Diego,Branch,18.0,Student,179.0,1.0,364.72,10.0-19.0,0,1,1
420.28,Debit,Washington,Branch,35.0,Doctor,144.0,1.0,8557.32,30.0-39.0,1,1,1
